,Factor 1 W,Factor 1 S,Factor 2 W,Factor 2 S,Factor 3 W,Factor 3 S,Factor 4 W,Factor 4 S
0,0.9061673133223759,0.9403487556857182,-0.035839649696401917,0.08434577855684165,-0.03809997686655228,0.09240544009385654,-0.18790033150590713,0.10398506971276639
1,-0.8643736107596848,-0.9690545763658912,0.495155361794898,0.0757768222733019,0.009660920836003981,-0.18976961592984581,-0.08370371677072905,0.00586362195415267
2,0.21288116558912995,0.17592519390717676,0.8967036718966078,0.9710119353475943,0.13640278217445814,-0.09508935602203736,0.05386008362992562,-0.008292622045708256
3,0.507283721493373,0.7761802835506988,-0.13141324557472298,0.19725255102155945,0.13347821427018042,0.3981240667935478,0.6001482687605955,-0.001130368467203981
4,0.8242478662125564,0.6818335097202678,0.28085496207144667,0.27825835863644877,-0.04200309032701654,0.35485273876753554,-0.3934533968712232,-0.31480380901479715
5,-0.20726330467873438,0.2668040298020543,0.7508695099960777,0.8571224500774512,0.09402910347296255,0.13474091296387852,0.17840047484720623,0.1467621870450147
6,0.4252202461704617,0.39571154147795706,-0.10354104848862394,0.24757068808618443,0.03655166164562561,0.5412271590676411,0.7532716409085826,0.33076285293259333
7,-0.8840945399508264,-0.9819785336785445,-0.07610485618167277,0.016209489376065034,0.05326176768883701,0.0006326333214085924,-0.15432161083696402,0.10757987159183026
8,0.8903009510400818,0.9063662069624511,-0.047761274024403215,0.08097206886989376,0.1443559864296345,0.2003104129707657,0.40789126448273655,-0.25462354853623176
9,0.9241841778359557,0.9291298030743845,0.050988480816551204,0.114377813476176,-0.029156369933137805,0.16565264367895519,0.3175726534076168,-0.20379321432275035
10,0.8557961612921849,0.6880499244612158,0.005287974663944288,-0.22906788895366098,-0.19963903751693451,0.0501846157302593,0.3155275129470668,0.2897350207450894
11,0.20555464742586108,0.5081944677442389,0.860114246742903,0.6842386580045604,0.2814911686936679,0.028037971269689394,0.2419101002999702,-0.3248510758122674
12,0.024063343309016928,0.16375241651970057,0.674140122582158,-7.340224979955903e-05,0.41604197402629445,-0.031812471933220496,0.494893394587402,-0.6847108448338822
13,-0.21922238582887119,-0.4853801679210078,0.3731158913472901,0.44260410382351983,0.8000377547849925,-0.1637218409369758,-0.3482627155767792,0.07692754090968018
14,-0.009797147239549801,-0.33153307969482115,0.43953246076956526,0.5897353829280984,0.8658768341621668,0.18278175542183925,-0.16491201965838762,0.42093630244672775
15,0.048349259883843504,-0.6619075540808317,0.38221564208788067,0.408450219004903,0.8693850043971089,0.2687980528595639,-0.056539147749728874,0.2920079334729841
16,0.21869177029634218,0.5224774450734889,0.7490483041588165,0.7180215386681285,0.5239829463087263,-0.2381640665821352,-0.08743252853632866,-0.32673534762515455
17,-0.1319877178801986,-0.24148166260355536,-0.14591995163972377,-0.8150767933819087,0.0013459545769106181,-0.3403380821282875,-0.8188489507581448,0.17661020823793375
18,0.3306104274477558,0.30831830582736386,-0.7423074633147893,-0.6002240692138273,0.10451136117470496,0.5489937829250415,0.30510485505697904,-0.013793254601480658
19,0.7526115311450055,0.6319063261080033,-0.4942659744081089,-0.1799475569103926,0.02015746138777259,0.7287362100542303,0.3582384037980625,-0.13175923775758439
20,0.3350872943205269,-0.33658009433612407,-0.5542124141784277,0.6116271048002174,0.4465369437178907,0.4941281151999872,0.49510236876418623,0.35009869604108634
21,0.002799466412164392,0.003337742308523107,0.02346435799101739,0.05599157149579193,0.9167943516113067,0.023562469857722396,0.09770041062084105,0.915787415227175
22,-0.09489220203711937,0.06232133251521584,-0.13540413463332998,-0.05928753350740772,0.7445112244683292,0.18259220142452526,0.0678561891906114,0.8468856532497764
23,0.4527767232176512,0.07828558624519598,-0.4880450037176757,-0.16193362850129486,0.47423622968911383,0.9709113643038965,0.4789330208415564,0.1846156466084622
24,0.8138688758358565,0.629310876729843,-0.0018137484890303256,0.12259668699636427,0.26390454205972397,0.5542240207937141,0.3762891395157352,-0.41945468486027176
25,-0.10819582651485304,0.16859392726695396,-0.2320969834881688,0.22114153712571613,0.24349275450344157,0.5564929098330541,-0.7534166908666701,0.19339267907437135
26,0.8684024338940544,0.411863103729702,-0.2471810074034083,0.12077671927624001,-0.07661710689429213,0.907427095119554,0.23962814603875413,-0.024713633899842203
27,0.9535380282569539,0.8904314024217419,-0.06890805433944254,0.09532355116068969,-0.09710761249365908,0.409382826314781,0.19188045517056412,-0.1121598796912709
28,0.9494107154588783,0.8813232508723408,0.04444707850997171,0.2280580989507511,-0.1582038735235825,0.2944747871000083,0.07921220067830273,-0.07341160376056773
29,0.972979379146577,0.9098103394927987,-0.004454830231844914,0.18975875339974863,-0.1401531150716038,0.14025929000457238,0.13385369993377877,-0.17622724673411228
30,0.3969953709503456,0.8043482086851722,-0.04081206154629438,0.36194096616259086,-0.73008532730969,0.18269901042029474,-0.15648142438502138,-0.24832790645115607
31,0.8981308887378722,0.9672873115489292,0.015897606424112466,0.005535273991690263,-0.03042466164137553,0.1815693115553286,0.21852789615376544,0.16292477522597115
32,0.9331908760948765,0.894932509749144,0.08304529222184208,0.2603051736561925,0.0013441659768613282,0.24145271006910174,0.04164238372787037,0.17066621747652716
